,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
2974,-119.1,35.33,4,6640,898.0,3121,902,6.759,170300,INLAND
15204,-117.08,32.91,9,1547,218.0,683,231,7.5604,327900,<1H OCEAN
10938,-117.89,33.74,33,619,139.0,1217,146,4.6875,154400,<1H OCEAN
20163,-119.31,34.44,5,403,48.0,208,54,12.632,500001,NEAR OCEAN
18108,-122.0,37.31,28,3811,585.0,1795,581,7.8383,372700,<1H OCEAN
17420,-120.46,34.64,16,686,217.0,614,200,0.8106,83300,NEAR OCEAN
10010,-121.12,39.2,9,1431,254.0,681,221,3.045,170400,INLAND
8111,-118.2,33.79,48,2105,592.0,1807,539,2.7183,190400,NEAR OCEAN
20455,-118.77,34.27,7,3074,794.0,1816,654,2.7137,196400,<1H OCEAN
114,-122.25,37.83,35,1613,428.0,675,422,3.4722,243100,NEAR BAY
15722,-122.46,37.78,47,1682,379.0,837,375,5.2806,400000,NEAR BAY
18561,-122.04,36.95,27,1987,374.0,961,343,3.9667,265800,NEAR OCEAN
6417,-117.99,34.15,44,2492,611.0,1951,596,3.1304,185600,INLAND
3152,-118.46,35.13,19,3109,640.0,1457,620,2.6417,94900,INLAND
4351,-118.36,34.1,36,2963,838.0,1129,745,2.5588,500001,<1H OCEAN
3772,-118.42,34.15,27,2795,602.0,1073,535,5.1496,365000,<1H OCEAN
5964,-117.81,34.08,13,18448,2474.0,7775,2397,7.7876,348900,INLAND
10368,-117.66,33.64,17,3173,501.0,1555,520,6.7079,250800,<1H OCEAN
8143,-118.11,33.83,36,1820,313.0,899,295,4.918,225200,<1H OCEAN
17842,-121.88,37.43,31,2573,474.0,1898,475,5.6651,204100,<1H OCEAN
6810,-118.1,34.1,34,2578,645.0,1628,617,2.34,210900,<1H OCEAN
3075,-119.23,35.77,36,3225,635.0,2034,593,2.4044,72500,INLAND
18343,-122.15,37.43,47,2600,490.0,1149,465,5.0203,476300,NEAR BAY
16854,-122.42,37.62,36,1017,165.0,407,159,4.8,306800,NEAR OCEAN
5415,-118.45,34.01,36,2424,418.0,1123,417,6.4755,405800,<1H OCEAN
4396,-118.27,34.08,43,962,253.0,658,244,3.2386,185000,<1H OCEAN
3414,-118.38,34.27,8,3248,847.0,2608,731,2.8214,158300,<1H OCEAN
832,-122.02,37.6,31,2155,522.0,1858,437,2.652,159800,NEAR BAY
5928,-117.8,34.1,13,2996,495.0,1187,464,6.2456,161700,INLAND
5374,-118.38,34.04,39,2614,569.0,1665,553,3.4063,271600,<1H OCEAN
10300,-117.83,33.93,14,1956,282.0,671,269,6.5841,306400,<1H OCEAN
10669,-117.86,33.62,23,3166,411.0,1092,345,7.9367,500001,<1H OCEAN
13734,-117.19,34.05,33,3007,498.0,1252,488,3.8816,134600,INLAND
10900,-117.84,33.74,25,1818,577.0,1426,532,3.2104,112500,<1H OCEAN
14417,-117.24,32.79,25,2135,691.0,566,320,2.6902,212500,NEAR OCEAN
18458,-121.8,37.23,18,2581,358.0,1284,377,6.7385,272400,<1H OCEAN
13786,-117.04,34.04,30,3474,735.0,1674,691,2.5863,98300,INLAND
3190,-119.8,36.29,7,479,84.0,327,103,5.1728,107500,INLAND
6124,-117.9,34.11,23,4776,1316.0,4797,1187,2.1667,142600,<1H OCEAN
11312,-117.95,33.77,38,1476,308.0,1114,309,4.1917,181800,<1H OCEAN
746,-122.09,37.67,39,2069,500.0,1408,478,3.1115,153500,NEAR BAY
5397,-118.42,34.03,45,1262,223.0,637,221,5.0866,427300,<1H OCEAN
11651,-118.05,33.85,25,2856,388.0,1212,362,6.1737,313100,<1H OCEAN
17728,-121.79,37.32,6,2850,561.0,2160,581,5.5336,241900,<1H OCEAN
7348,-118.16,33.97,39,1444,447.0,1890,416,2.1181,176600,<1H OCEAN
2743,-115.59,32.79,8,2183,307.0,1000,287,6.3814,159900,INLAND
10121,-117.93,33.93,37,1128,273.0,931,234,2.8,137500,<1H OCEAN
13875,-117.3,34.46,8,6246,1273.0,3883,1264,2.7917,98200,INLAND
10922,-117.9,33.73,30,746,172.0,1048,163,4.1,166400,<1H OCEAN
9305,-122.55,38.0,18,3119,803.0,1395,722,3.9265,301100,NEAR BAY
8243,-118.18,33.78,17,1419,436.0,1300,360,2.0769,100000,NEAR OCEAN
19962,-119.29,36.12,24,1248,226.0,641,200,2.4722,129200,INLAND
3091,-118.45,35.62,18,2304,527.0,782,390,1.4141,75800,INLAND
17737,-121.79,37.31,22,2199,361.0,1270,386,5.1149,235700,<1H OCEAN
3175,-119.83,36.37,25,1549,269.0,819,272,2.7159,101400,INLAND
15909,-122.42,37.74,52,1674,346.0,734,335,3.8864,281300,NEAR BAY
9489,-123.18,39.23,18,243,55.0,115,54,2.125,175000,<1H OCEAN
13008,-121.29,38.68,20,1881,378.0,921,360,1.8589,144000,INLAND
14451,-117.25,32.81,39,1846,350.0,765,329,3.9187,311900,NEAR OCEAN
11523,-118.05,33.73,25,2472,450.0,1301,467,5.0699,266100,<1H OCEAN
16992,-122.27,37.56,17,3211,847.0,1553,812,4.9434,292100,NEAR BAY
4655,-118.33,34.05,44,1574,390.0,1323,404,2.5284,226300,<1H OCEAN
12880,-121.39,38.64,33,1503,282.0,652,229,3.6937,99300,INLAND
4427,-118.25,34.07,16,719,225.0,801,218,2.3942,133300,<1H OCEAN
18310,-122.12,37.42,35,2445,533.0,1187,519,5.2803,362100,NEAR BAY
13729,-117.17,34.05,29,4007,700.0,1576,696,3.1801,149300,INLAND
12089,-117.33,33.87,14,2300,335.0,1001,311,5.1045,161300,INLAND
13640,-117.32,34.06,52,802,160.0,564,131,2.1591,63500,INLAND
16332,-121.34,38.03,20,4213,751.0,2071,714,4.4063,130800,INLAND
17178,-122.47,37.51,15,4974,764.0,2222,774,6.7606,364300,NEAR OCEAN
891,-121.94,37.54,27,3715,526.0,1631,538,6.2179,305300,<1H OCEAN
7850,-118.18,33.89,25,5896,1464.0,4149,1362,2.6742,131900,<1H OCEAN
14167,-117.05,32.77,33,3535,683.0,1568,672,2.8097,158300,NEAR OCEAN
6308,-118.01,34.05,37,682,172.0,813,173,3.8125,138000,<1H OCEAN
9526,-123.16,39.13,33,1320,303.0,1048,303,1.7813,94700,<1H OCEAN
16387,-121.27,38.02,32,342,58.0,138,52,2.9821,155000,INLAND
17479,-119.86,34.41,24,1576,580.0,1630,531,1.24,325000,NEAR OCEAN
7982,-118.18,33.87,44,2137,461.0,1126,439,3.4408,172900,<1H OCEAN
518,-122.24,37.82,52,3665,517.0,1470,520,6.155,398600,NEAR BAY
10773,-117.9,33.65,27,3310,598.0,1402,563,6.632,441100,<1H OCEAN
455,-122.26,37.88,52,2604,837.0,1798,769,1.725,287500,NEAR BAY
15713,-122.44,37.78,52,2695,657.0,1243,573,2.8569,372200,NEAR BAY
18444,-121.81,37.25,5,1975,520.0,861,440,4.4565,159000,<1H OCEAN
8002,-118.14,33.86,36,1774,348.0,934,333,4.8571,203300,<1H OCEAN
4434,-118.2,34.07,34,1765,551.0,2203,500,2.2708,159600,<1H OCEAN
2217,-119.83,36.83,14,2351,341.0,1128,363,6.9903,141200,INLAND
2770,-115.91,33.36,15,459,95.0,160,73,0.922,67500,INLAND
15052,-116.86,32.8,19,1747,291.0,848,290,4.875,187200,<1H OCEAN
10090,-117.97,33.93,31,1975,373.0,918,347,4.4107,202000,<1H OCEAN
3706,-118.39,34.19,23,1875,710.0,2555,657,2.0968,162500,<1H OCEAN
16947,-122.32,37.54,34,3661,692.0,1608,656,5.0774,407200,NEAR OCEAN
116,-122.25,37.83,28,5022,1750.0,2558,1661,2.4234,218500,NEAR BAY
6313,-117.98,34.02,33,3512,632.0,1971,598,4.4653,193200,<1H OCEAN
11289,-117.94,33.79,24,4179,784.0,1902,733,4.7986,236500,<1H OCEAN
11260,-117.99,33.8,25,3179,639.0,2526,623,3.3281,180800,<1H OCEAN
6188,-117.92,34.1,35,2994,603.0,1933,561,4.0052,160700,<1H OCEAN
11676,-118.0,33.85,33,2053,418.0,1154,405,4.0455,197200,<1H OCEAN
10834,-117.93,33.69,26,2822,473.0,1258,469,6.4441,261000,<1H OCEAN
4503,-118.2,34.05,40,1146,323.0,1354,321,1.9205,121900,<1H OCEAN
86,-122.27,37.81,40,880,451.0,582,380,0.977,118800,NEAR BAY
16380,-121.3,38.03,11,2866,654.0,1404,525,2.505,95000,INLAND
10914,-117.87,33.74,31,2338,652.0,3289,631,2.6734,158500,<1H OCEAN
15226,-117.24,33.05,15,3029,555.0,1559,546,5.3129,169200,NEAR OCEAN
11106,-117.9,33.85,31,3413,764.0,2326,728,4.325,187100,<1H OCEAN
16418,-121.27,37.87,34,1010,206.0,678,234,2.9531,104000,INLAND
5123,-118.31,33.96,47,2005,392.0,1134,415,3.7143,140300,<1H OCEAN
4376,-118.28,34.1,49,2843,880.0,2004,796,2.7875,217300,<1H OCEAN
1736,-122.32,37.97,33,1156,190.0,643,209,4.5,156600,NEAR BAY
12920,-121.31,38.66,26,1604,245.0,751,267,4.7381,140500,INLAND
16576,-121.43,37.75,41,1717,325.0,855,303,2.75,127300,INLAND
4228,-118.29,34.11,24,3696,1125.0,1685,1031,2.3789,266700,<1H OCEAN
19030,-122.02,38.38,16,808,137.0,371,145,6.0767,216400,INLAND
1653,-122.01,37.92,18,2808,337.0,1038,337,8.3956,353600,NEAR BAY
13584,-117.3,34.13,42,2115,557.0,1532,494,1.4531,71500,INLAND
3696,-118.37,34.21,33,2034,470.0,1990,423,3.7455,159600,<1H OCEAN
18683,-121.83,36.98,19,4431,705.0,1764,679,4.3321,298600,<1H OCEAN
1256,-121.96,39.3,39,701,130.0,271,89,2.1845,112500,INLAND
4853,-118.3,34.03,37,2781,766.0,2586,729,1.8564,187500,<1H OCEAN
4661,-118.3,34.05,44,1612,650.0,2028,593,1.9152,115600,<1H OCEAN
6488,-118.01,34.09,29,3402,747.0,2331,690,3.6094,179200,INLAND
15169,-117.06,33.01,24,2618,485.0,726,443,3.5192,159100,<1H OCEAN
9406,-122.53,37.88,36,2688,485.0,1064,449,4.4583,308600,NEAR BAY
12995,-121.24,38.68,20,1402,236.0,676,236,3.7426,135500,INLAND
6325,-117.95,34.0,34,2376,468.0,1858,449,4.1328,176300,<1H OCEAN
4404,-118.23,34.07,40,506,119.0,397,114,3.1944,143800,<1H OCEAN
10227,-117.89,33.87,32,1569,422.0,835,386,3.0465,148900,<1H OCEAN
610,-122.09,37.69,20,4296,817.0,1732,800,4.8036,188300,NEAR BAY
9703,-121.63,36.65,44,309,121.0,315,80,1.6071,112500,<1H OCEAN
707,-122.05,37.68,23,7518,1279.0,3827,1294,5.1701,216800,NEAR BAY
14194,-117.04,32.71,28,5274,991.0,3727,961,3.57,109800,NEAR OCEAN
14209,-117.04,32.7,7,9311,1703.0,7302,1694,4.419,156900,NEAR OCEAN
4564,-118.26,34.07,52,1802,613.0,2382,587,1.8438,185900,<1H OCEAN
6646,-118.13,34.17,49,1962,435.0,1329,457,3.2898,200000,<1H OCEAN
15066,-116.97,32.79,19,4108,1101.0,2971,1006,1.9893,112500,<1H OCEAN
2510,-119.55,36.51,46,55,11.0,26,5,4.125,67500,INLAND
19537,-120.92,37.65,23,505,124.0,163,129,1.3696,275000,INLAND
1032,-120.8,38.51,23,1001,195.0,369,157,3.125,96400,INLAND
1304,-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,103600,INLAND
1793,-122.42,37.93,47,3453,779.0,1353,728,4.016,274500,NEAR BAY
17048,-122.27,37.47,44,3022,473.0,1235,477,6.7058,495900,NEAR OCEAN
1781,-122.36,37.94,45,907,188.0,479,161,3.0862,79000,NEAR BAY
8316,-118.32,33.33,52,2127,512.0,733,288,3.3906,300000,ISLAND
14179,-117.06,32.73,33,3444,619.0,1884,582,3.7891,126700,NEAR OCEAN
9680,-118.97,37.64,13,1907,544.0,575,234,3.0685,162500,INLAND
13623,-117.27,34.12,52,954,246.0,943,256,0.8658,87500,INLAND
9577,-120.55,37.32,21,1410,229.0,590,205,3.3194,141400,INLAND
7100,-117.99,33.9,33,2161,383.0,1235,383,5.6454,202800,<1H OCEAN
7094,-118.0,33.91,19,5166,770.0,2374,753,5.979,285200,<1H OCEAN
8757,-118.37,33.81,36,2031,339.0,817,337,5.1271,458300,NEAR OCEAN
11447,-117.97,33.66,14,6090,1338.0,1974,1248,2.8061,180300,<1H OCEAN
15368,-117.17,33.28,16,1921,312.0,862,280,5.1786,376800,<1H OCEAN
2197,-119.88,36.81,30,2288,474.0,1435,425,1.3221,61200,INLAND
6043,-117.74,34.05,29,2452,700.0,3029,665,2.1354,110700,INLAND
14667,-117.13,32.79,35,1458,262.0,723,257,4.2098,174100,NEAR OCEAN
804,-122.06,37.65,33,1227,286.0,848,291,3.8036,158200,NEAR BAY
4996,-118.3,33.99,47,2212,533.0,1903,554,1.9853,101100,<1H OCEAN
3082,-118.06,35.68,15,1962,403.0,730,321,2.25,67500,INLAND
8587,-118.38,33.89,35,1778,330.0,732,312,6.5745,379300,<1H OCEAN
16023,-122.45,37.73,52,2510,438.0,1153,407,5.1238,335100,NEAR BAY
18044,-121.97,37.24,35,2553,533.0,1117,498,4.4063,436100,<1H OCEAN
7708,-118.14,33.95,44,1812,338.0,822,314,6.7744,294100,<1H OCEAN
900,-121.97,37.53,35,2277,420.0,1353,413,4.75,197000,<1H OCEAN
3138,-118.15,34.86,10,4597,1009.0,2227,821,2.6149,83500,INLAND
14508,-117.2,32.86,4,4308,1095.0,1923,932,3.9356,267000,NEAR OCEAN
4962,-118.3,34.01,52,1444,343.0,1154,334,2.0625,134400,<1H OCEAN
11265,-117.98,33.79,35,2356,478.0,1659,480,4.1115,179700,<1H OCEAN
16853,-122.42,37.62,43,2367,409.0,1141,400,4.8295,319000,NEAR OCEAN
7431,-118.2,33.94,42,618,163.0,680,179,3.3472,154200,<1H OCEAN
14733,-117.01,32.81,21,4203,618.0,1620,600,5.3441,193500,<1H OCEAN
14943,-116.98,32.74,17,3943,843.0,1995,766,2.6944,158300,<1H OCEAN
943,-122.01,37.53,19,4572,712.0,2346,709,6.0667,245700,NEAR BAY
6281,-117.92,34.03,32,1819,375.0,1728,375,3.975,162400,<1H OCEAN
9525,-123.17,39.15,30,1904,331.0,816,325,4.425,161900,<1H OCEAN
2597,-123.76,41.03,24,2386,565.0,1058,414,2.0644,79800,<1H OCEAN
16029,-122.44,37.73,46,3581,758.0,1670,703,4.1932,269200,NEAR BAY
17369,-120.43,34.93,10,2980,585.0,1593,562,3.285,218300,<1H OCEAN
16859,-122.42,37.64,41,98,20.0,68,19,2.225,212500,NEAR OCEAN
6420,-117.98,34.14,27,6341,1289.0,2899,1192,3.6336,235200,INLAND
1834,-122.3,37.91,40,2866,617.0,1305,589,3.6321,209100,NEAR BAY
8782,-118.32,33.8,29,4317,1037.0,2102,959,3.1275,286400,<1H OCEAN
5355,-118.41,34.04,49,601,95.0,228,106,8.0239,500001,<1H OCEAN
17942,-121.94,37.34,36,3142,632.0,1372,560,5.0175,246100,<1H OCEAN
14566,-117.21,32.84,34,2158,366.0,1046,335,4.5402,182100,NEAR OCEAN
6654,-118.12,34.16,30,1762,416.0,940,398,2.8631,188600,<1H OCEAN
2463,-119.87,36.54,34,1370,287.0,818,269,2.4044,72500,INLAND
10119,-117.92,33.94,30,2506,394.0,1255,421,4.7813,198200,<1H OCEAN
11503,-118.09,33.75,32,6239,974.0,2615,950,6.6188,380000,NEAR OCEAN
4964,-118.28,34.0,46,1650,463.0,1992,458,2.3403,114100,<1H OCEAN
19816,-119.29,36.54,18,2581,628.0,2732,592,1.8429,58300,INLAND
9803,-121.92,36.55,37,2190,419.0,490,300,3.7852,465800,NEAR OCEAN
3861,-118.44,34.16,35,3080,642.0,1362,623,4.1218,328500,<1H OCEAN
13,-122.26,37.84,52,696,191.0,345,174,2.6736,191300,NEAR BAY
2283,-119.76,36.79,26,3654,837.0,1976,830,2.1544,72800,INLAND
2049,-119.73,36.73,9,1621,428.0,678,394,2.2437,54200,INLAND
2991,-118.99,35.3,33,2248,434.0,1461,405,2.9402,56200,INLAND
4539,-118.2,34.02,49,1098,317.0,1411,301,2.75,146000,<1H OCEAN
5284,-118.47,34.05,25,2689,719.0,1229,663,3.5909,500001,<1H OCEAN
7958,-118.18,33.88,47,882,185.0,536,174,4.625,163000,<1H OCEAN
11195,-117.93,33.83,30,1561,381.0,1104,391,3.375,201900,<1H OCEAN
16124,-122.47,37.78,52,2635,587.0,1302,577,3.7292,416700,NEAR BAY
1260,-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,189100,INLAND
18048,-121.97,37.25,32,2892,496.0,1193,492,6.131,367800,<1H OCEAN
19205,-122.71,38.44,27,966,251.0,462,230,1.7,350000,<1H OCEAN
10692,-117.72,33.62,19,5777,1261.0,1711,1225,2.7634,86900,<1H OCEAN
16017,-122.46,37.72,52,2951,406.0,1115,397,6.7228,405200,NEAR OCEAN
16552,-121.23,37.84,28,1347,241.0,713,225,4.0208,155700,INLAND
12047,-117.53,33.88,22,2855,667.0,2453,624,3.1312,91000,INLAND
14481,-117.25,32.82,23,6139,826.0,2036,807,9.5245,500001,NEAR OCEAN
6901,-118.15,34.04,33,818,195.0,664,198,2.1944,203300,<1H OCEAN
2281,-119.79,36.79,19,1524,448.0,960,386,1.5122,47500,INLAND
704,-122.05,37.63,5,3785,936.0,2240,792,3.2829,162500,NEAR BAY
12912,-121.32,38.62,29,2430,448.0,1087,394,3.0864,177900,INLAND
1298,-121.82,38.01,47,1265,254.0,587,247,2.6364,93500,INLAND
1673,-122.26,38.03,25,2239,361.0,928,353,4.4474,203700,NEAR BAY
11539,-118.0,33.75,26,1382,387.0,1977,368,2.7589,137500,<1H OCEAN
7897,-118.07,33.85,16,3771,606.0,2196,564,7.0113,319700,<1H OCEAN
1549,-121.92,37.73,24,1407,327.0,501,295,2.4821,157200,<1H OCEAN
9353,-122.56,37.95,34,2677,411.0,933,410,6.1444,500001,NEAR OCEAN
13583,-117.29,34.13,44,2337,563.0,1238,467,1.5156,75800,INLAND
6946,-118.08,33.99,38,1683,328.0,1369,339,3.6196,170700,<1H OCEAN
1101,-121.68,39.82,15,3996,748.0,1786,728,3.5189,141300,INLAND
17663,-121.89,37.26,25,3319,531.0,1560,502,5.8479,263300,<1H OCEAN
13774,-117.05,34.04,23,3967,766.0,1518,698,2.29,111800,INLAND
10285,-117.84,33.9,24,1723,223.0,707,219,7.0352,299600,<1H OCEAN
10116,-117.93,33.94,28,3664,719.0,1820,657,4.225,224700,<1H OCEAN
11291,-117.94,33.78,34,2627,468.0,1409,450,4.7731,199200,<1H OCEAN
13787,-117.29,35.54,35,7922,1636.0,3431,1329,3.4145,40400,INLAND
12296,-116.88,33.93,37,1495,429.0,865,342,1.2188,55000,INLAND
11104,-117.88,33.84,34,1410,214.0,837,240,6.1168,213900,<1H OCEAN
11978,-117.49,33.99,21,2050,392.0,1153,336,4.84,116400,INLAND
6302,-117.98,34.03,21,797,162.0,484,166,2.625,191100,<1H OCEAN
20272,-119.23,34.19,16,5297,810.0,1489,667,6.4522,500001,NEAR OCEAN
10951,-117.86,33.75,13,1632,598.0,3356,659,1.5054,137500,<1H OCEAN
5436,-118.43,34.01,27,3133,1021.0,2242,1002,2.697,412500,<1H OCEAN
1684,-122.31,38.01,18,4123,874.0,1895,772,3.2759,195000,NEAR BAY
15688,-122.43,37.79,52,3486,847.0,1248,813,7.2623,500001,NEAR BAY
7439,-118.19,33.95,42,1651,463.0,1559,436,2.3882,148100,<1H OCEAN
15201,-117.11,32.91,15,1840,235.0,855,241,7.5992,310600,<1H OCEAN
8904,-118.47,34.04,32,2909,748.0,1310,706,4.516,350000,<1H OCEAN
15911,-122.42,37.75,52,2163,607.0,1447,546,3.3555,275000,NEAR BAY
13633,-117.34,34.08,35,1380,248.0,730,264,3.2305,93700,INLAND
1421,-122.06,37.99,17,1319,316.0,384,269,1.8229,137500,NEAR BAY
936,-122.06,37.54,20,6483,1068.0,3526,1060,5.0838,248200,NEAR BAY
14035,-117.14,32.74,16,6075,1816.0,2592,1634,2.5553,178100,NEAR OCEAN
1379,-122.07,38.0,37,978,202.0,462,184,3.625,156300,NEAR BAY
18741,-122.35,40.57,18,2226,490.0,859,451,1.6821,69400,INLAND
12850,-121.37,38.69,35,1093,192.0,590,190,2.7009,80200,INLAND
2494,-120.19,36.6,25,875,214.0,931,214,1.5536,58300,INLAND
16377,-121.28,38.03,11,826,150.0,684,166,3.9265,107400,INLAND
12019,-117.51,33.95,12,9016,1486.0,4285,1457,4.9984,169100,INLAND
8598,-118.36,33.88,31,2518,543.0,1107,508,4.7404,295800,<1H OCEAN
1704,-122.3,37.97,35,1811,377.0,911,340,3.375,149700,NEAR BAY
19384,-120.87,37.76,16,1174,249.0,601,242,1.7143,113300,INLAND
2671,-115.73,33.09,27,452,103.0,258,61,2.9,87500,INLAND
16540,-121.22,37.79,38,2152,451.0,1320,457,2.5025,101900,INLAND
1469,-121.98,37.95,14,6290,854.0,2724,820,6.7371,267400,INLAND
1018,-121.79,37.67,26,2163,339.0,947,346,6.0797,211000,INLAND
10153,-117.9,33.9,18,3821,576.0,1430,568,6.9399,349600,<1H OCEAN
1541,-122.04,37.85,27,6039,780.0,2181,761,9.5862,469400,NEAR BAY
17282,-119.73,34.42,25,2024,312.0,907,335,5.4127,392800,NEAR OCEAN
12388,-116.44,33.77,18,4872,1110.0,955,656,2.2439,97500,INLAND
13528,-117.31,34.17,25,2795,596.0,1650,569,3.0078,87100,INLAND
14655,-117.14,32.8,35,1267,212.0,710,204,2.5368,169600,NEAR OCEAN
657,-122.13,37.7,43,3046,557.0,1333,544,3.4583,183700,NEAR BAY
19081,-122.48,38.31,29,2375,560.0,1124,502,2.3276,166200,<1H OCEAN
8593,-118.37,33.88,44,1325,245.0,669,253,4.4211,324000,<1H OCEAN
12793,-121.45,38.64,23,1481,343.0,1079,315,1.867,60600,INLAND
9300,-122.57,38.02,33,9531,1487.0,3798,1409,5.6512,314000,NEAR BAY
11603,-118.02,33.79,23,6368,1030.0,3281,1001,6.1142,240400,<1H OCEAN
2584,-124.07,40.87,47,1765,326.0,796,333,2.2138,99200,NEAR OCEAN
13959,-116.91,34.24,23,6379,1636.0,1350,568,1.6336,124500,INLAND
10382,-117.65,33.62,15,2708,410.0,1140,389,6.2899,275000,<1H OCEAN
15098,-116.94,32.81,8,2517,632.0,1686,613,2.136,143500,<1H OCEAN
2093,-119.78,36.76,50,1343,322.0,1063,342,1.75,49800,INLAND
1423,-122.05,38.0,16,1085,217.0,356,232,2.3462,75000,NEAR BAY
17060,-122.24,37.49,30,2956,590.0,1191,594,3.7463,427600,NEAR OCEAN
12642,-121.46,38.54,39,1453,324.0,843,281,1.7692,63900,INLAND
6909,-117.93,33.95,31,3600,468.0,1382,435,7.4597,500001,<1H OCEAN
11419,-117.96,33.69,20,3123,441.0,1319,432,6.091,290400,<1H OCEAN
1482,-122.04,37.96,27,2587,729.0,1500,623,1.837,175000,NEAR BAY
16239,-121.3,37.97,52,2259,417.0,766,385,2.2981,105400,INLAND
18499,-121.74,37.35,34,440,90.0,217,93,5.2327,500001,<1H OCEAN
20592,-121.58,39.14,52,662,160.0,520,149,0.8928,55000,INLAND
2028,-119.75,36.71,38,1481,,1543,372,1.4577,49800,INLAND
8391,-118.36,33.98,29,2861,816.0,1715,775,2.7712,160900,<1H OCEAN
327,-122.18,37.73,42,909,215.0,646,198,2.9063,80000,NEAR BAY
3335,-122.64,38.87,16,1177,240.0,519,199,1.5739,73500,INLAND
1044,-120.72,38.42,17,5654,1085.0,2237,953,3.0465,144100,INLAND
8230,-118.2,33.77,24,2404,819.0,1566,753,1.5076,145800,NEAR OCEAN
3721,-118.43,34.2,28,3386,,2240,737,3.0221,290100,<1H OCEAN
19261,-122.74,38.44,23,2819,612.0,1644,546,2.6576,147900,<1H OCEAN
7755,-118.12,33.91,35,620,122.0,381,124,3.7917,183900,<1H OCEAN
6997,-118.03,33.95,37,1772,321.0,934,326,4.1471,177800,<1H OCEAN
19257,-122.76,38.46,14,4794,767.0,2252,768,4.2061,213100,<1H OCEAN
17697,-121.83,37.28,33,1115,250.0,1168,261,3.9009,178600,<1H OCEAN
3518,-118.48,34.25,35,1865,335.0,1074,337,5.1068,223300,<1H OCEAN
13125,-121.35,38.28,17,2756,557.0,1986,530,3.2234,82000,INLAND
8125,-118.18,33.82,43,2210,469.0,1042,418,3.5,216700,NEAR OCEAN
18619,-122.02,37.01,20,1005,138.0,345,129,10.0968,500001,NEAR OCEAN
10490,-117.67,33.49,10,366,61.0,128,61,8.163,250000,<1H OCEAN
13382,-117.59,34.13,10,20263,3915.0,9716,3744,3.8505,169600,INLAND
6196,-117.89,34.09,35,1205,330.0,583,319,2.3971,188900,<1H OCEAN
19179,-122.68,38.43,29,488,63.0,161,62,6.0774,334400,<1H OCEAN
8675,-118.32,33.87,28,3763,762.0,1967,724,5.3244,271900,<1H OCEAN
9030,-118.58,34.06,25,4440,693.0,1560,636,8.8666,500001,<1H OCEAN
6995,-118.03,33.96,37,1180,256.0,614,242,3.117,164600,<1H OCEAN
11037,-117.81,33.82,20,2819,319.0,1019,319,12.2092,500001,<1H OCEAN
18350,-122.15,37.41,29,473,103.0,359,87,7.0309,475000,NEAR BAY
12310,-116.87,33.57,12,1153,265.0,446,195,3.038,128100,INLAND
993,-121.72,37.7,17,1671,352.0,729,252,6.1023,450000,INLAND
1694,-122.26,38.0,6,678,104.0,318,91,5.2375,246400,NEAR BAY
5814,-118.25,34.14,13,3487,1131.0,3749,1072,2.1602,221900,<1H OCEAN
8654,-118.4,33.86,41,2237,597.0,938,523,4.7105,500001,<1H OCEAN
15491,-117.18,33.15,7,6225,1683.0,5410,1580,2.32,117500,<1H OCEAN
13506,-117.33,34.12,33,933,219.0,838,211,1.3417,69000,INLAND
11448,-117.98,33.68,14,3396,477.0,1542,472,7.3982,369100,<1H OCEAN
16140,-122.46,37.78,52,2051,552.0,1400,510,3.2396,375000,NEAR BAY
1739,-122.33,37.97,45,1982,376.0,1179,398,3.5463,130800,NEAR BAY
16974,-122.31,37.56,45,1792,301.0,829,318,4.9013,330100,NEAR OCEAN
7944,-118.13,33.86,45,1866,343.0,919,344,3.5833,200200,<1H OCEAN
3726,-118.42,34.18,30,1323,353.0,856,333,3.3594,202200,<1H OCEAN
19728,-121.52,38.9,32,1650,313.0,802,284,2.9048,98200,INLAND
18062,-121.99,37.26,29,2718,365.0,982,339,7.9234,500001,<1H OCEAN
19544,-120.98,37.64,39,2617,659.0,2052,642,1.6952,65000,INLAND
10296,-117.87,33.92,14,4039,669.0,1905,670,6.3303,303000,<1H OCEAN
11005,-117.79,33.77,23,3596,451.0,1292,458,8.5403,451300,<1H OCEAN
11395,-117.96,33.73,22,3479,455.0,1454,488,6.6324,347600,<1H OCEAN
18472,-121.63,37.12,17,1830,398.0,1110,388,2.4821,248200,<1H OCEAN
11346,-117.89,33.77,29,2577,445.0,1849,470,4.4732,194800,<1H OCEAN
5800,-118.24,34.15,7,2063,670.0,1892,643,1.7301,202300,<1H OCEAN
1398,-122.06,37.96,37,1784,313.0,788,304,4.2917,189600,NEAR BAY
2176,-119.85,36.76,10,2067,450.0,845,354,1.8214,80100,INLAND
6933,-118.09,34.01,36,1465,363.0,1538,342,3.5469,150600,<1H OCEAN
9498,-123.73,39.17,20,4620,1042.0,1745,794,2.375,158800,NEAR OCEAN
13160,-121.4,36.84,40,2352,536.0,1430,535,3.0912,155300,INLAND
8101,-118.21,33.8,41,1251,279.0,1053,278,3.2778,150800,NEAR OCEAN
2447,-119.62,36.56,30,1722,372.0,1467,403,1.8878,51600,INLAND
